season,match_id,player,player_id,team,position,period,minute,start_x,start_y,end_x,end_y,carry_distance_m,carry_duration_s,carry_speed_ms,under_pressure,progressive_carry,defender_proximity_m,n_opponents_in_frame,lines_broken_2d,line_break_2d,pitch_control_gained,downstream_xg_single_poss,downstream_xg_chain
Ligue1_2021_22,3802805,Justin Kluivert,8063,OGC Nice,Right Midfield,2,83,95.5,57.2,107.8,51.6,12.3579,2.0698,5.9707,0,1,5.4236,5,0,0,0.0,0.0614,0.0614
Ligue1_2021_22,3802805,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Wing,2,83,58.7,75.9,86.7,58.9,29.9527,6.7433,4.4419,0,1,,,,,,0,0
Ligue1_2021_22,3802805,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,2,83,90.8,25.3,117.4,23.7,24.367,5.2225,4.6658,0,1,7.5997,7,0,0,0.15079,0,0
Ligue1_2021_22,3802805,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Center Midfield,2,83,110.1,20.5,99.7,19.4,9.5628,3.0855,3.0993,0,0,4.7787,6,0,0,0.04762,0,0
Ligue1_2021_22,3802805,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Center Midfield,2,84,96.6,13.6,110.3,15.4,12.6349,10.1902,1.2399,0,1,5.998,8,0,0,0.20879,0,0
Ligue1_2021_22,3802805,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Wing,2,84,82.4,30.9,95.6,33.2,12.2519,2.3428,5.2295,1,1,0.7173,10,1,1,0.0,0,0
Ligue1_2021_22,3802805,Pablo Paulino Rosario,8534,OGC Nice,Right Defensive Midfield,2,85,55.4,57.4,62.5,39.6,17.5233,4.7141,3.7172,1,0,1.9714,10,1,1,-0.03333,0,0
Ligue1_2021_22,3802805,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,2,86,58.2,14.4,84.7,36.7,31.6697,4.9788,6.3609,1,1,2.5979,10,0,0,0.02222,0,0
Ligue1_2021_22,3802805,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Wing,2,86,96.4,66.4,90.4,48.8,17.0029,3.1992,5.3148,0,0,3.8466,8,0,0,-0.05185,0,0
Ligue1_2021_22,3802805,Pablo Paulino Rosario,8534,OGC Nice,Right Defensive Midfield,2,86,37.7,58.5,28.8,50.3,11.0658,2.7582,4.0119,1,0,1.9317,10,0,0,0.0,0.0764,0.0764
Ligue1_2021_22,3802805,Morgan Schneiderlin,3600,OGC Nice,Left Defensive Midfield,2,86,28.1,28.1,35.4,28.3,6.6776,1.9207,3.4767,0,0,7.735,8,0,0,0.18571,0.0764,0.0764
Ligue1_2021_22,3802805,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Center Midfield,2,87,58.8,22.7,59.6,16.6,5.6256,0.905,6.2163,0,0,,,,,,0,0
Ligue1_2021_22,3802805,Marco Verratti,3166,Paris Saint-Germain,Center Defensive Midfield,2,87,56.7,28.3,63.2,29.4,6.0281,2.6331,2.2893,1,0,2.9684,10,1,1,0.08571,0,0
Ligue1_2021_22,3802805,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Wing,2,87,67.5,40.7,70.1,29.4,10.6027,1.9122,5.5447,0,0,1.3604,9,1,1,-0.05208,0,0
Ligue1_2021_22,3802805,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,2,87,83.9,24.7,87.9,33.0,8.4249,3.0601,2.7531,1,1,1.3754,9,1,1,-0.03409,0,0
Ligue1_2021_22,3802805,Pablo Paulino Rosario,8534,OGC Nice,Right Defensive Midfield,2,87,32.2,47.1,55.6,41.2,22.0666,2.1474,10.2758,0,1,3.4647,7,0,0,-0.09877,0.1516,0.1516
Ligue1_2021_22,3802805,Calvin Stengs,8666,OGC Nice,Left Midfield,2,87,59.1,13.5,96.1,11.9,33.8644,4.4024,7.6922,0,1,9.5834,7,0,0,0.06286,0.1516,0.1516
Ligue1_2021_22,3802805,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Wing,2,89,63.4,67.0,77.4,71.2,13.3653,3.5704,3.7433,1,0,5.1357,10,0,0,-0.00794,0,0
Ligue1_2021_22,3802805,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Wing,2,89,65.3,70.4,63.6,51.2,17.6252,3.8862,4.5353,1,0,4.201,10,0,0,-0.05357,0,0
Ligue1_2021_22,3802805,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,2,89,87.9,4.1,100.3,18.3,17.2383,8.8612,1.9454,1,1,9.8879,10,0,0,0.09467,0,0
Ligue1_2021_22,3802805,Hichem Boudaoui,32015,OGC Nice,Right Midfield,2,90,93.7,64.9,99.9,66.3,5.812,1.7925,3.2424,0,0,5.4775,10,0,0,0.04286,0,0
Ligue1_2021_22,3802805,Marco Verratti,3166,Paris Saint-Germain,Center Defensive Midfield,2,90,24.0,35.6,35.1,41.1,11.3275,3.9041,2.9014,0,1,10.7631,7,0,0,0.21296,0,0
Ligue1_2021_22,3802805,Julian Draxler,3186,Paris Saint-Germain,Right Center Midfield,2,90,45.6,58.6,55.6,36.2,22.431,4.681,4.7919,0,1,,,,,,0,0
Ligue1_2021_22,3802805,Julian Draxler,3186,Paris Saint-Germain,Right Center Midfield,2,90,88.4,15.4,92.2,6.5,8.8489,2.1652,4.0868,1,0,1.0957,8,0,0,-0.15909,0,0
Ligue1_2021_22,3802805,Marco Verratti,3166,Paris Saint-Germain,Center Defensive Midfield,2,91,64.5,29.6,61.2,39.3,9.3689,1.0493,8.9289,0,0,3.0013,10,0,0,-0.125,0,0
Ligue1_2021_22,3802805,Calvin Stengs,8666,OGC Nice,Left Midfield,2,91,49.2,23.2,77.3,4.2,31.017,5.2925,5.8606,1,1,3.4747,10,0,0,0.08571,0,0
Ligue1_2021_22,3802805,Amine Gouiri,4435,OGC Nice,Left Center Forward,2,91,116.5,24.6,116.8,13.3,10.3364,5.7134,1.8091,1,0,1.4013,4,0,0,-0.08333,0,0
Ligue1_2021_22,3802805,Marco Verratti,3166,Paris Saint-Germain,Center Defensive Midfield,2,92,44.6,34.6,33.9,42.1,11.9482,3.4557,3.4575,1,0,2.8451,10,0,0,-0.05833,0,0
Ligue1_2021_22,3802805,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Center Midfield,2,92,38.1,32.4,52.3,40.5,14.9484,2.8415,5.2608,1,1,3.1429,10,0,0,0.11039,0,0
Ligue1_2021_22,3802805,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Wing,2,92,69.3,53.1,73.8,56.9,5.3857,2.0319,2.6505,0,0,3.7013,10,0,0,0.0,0,0
Ligue1_2021_22,3802805,Morgan Schneiderlin,3600,OGC Nice,Left Defensive Midfield,2,93,56.1,21.4,65.6,27.5,10.3234,1.1098,9.3017,0,0,5.6463,7,0,0,0.05455,0,0
Ligue1_2021_22,3802809,Flavien Tait,3550,Rennes,Left Center Midfield,1,0,70.8,32.9,81.8,23.5,13.2307,1.77,7.475,0,0,3.5056,10,1,1,0.00758,0,0
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,0,96.1,16.6,110.4,19.2,13.2903,2.0453,6.498,1,1,3.9836,8,0,0,0.0,0,0
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,0,11.6,54.1,4.8,57.5,6.9518,2.2456,3.0958,1,0,1.703,7,0,0,-0.16667,0,0
Ligue1_2021_22,3802809,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Wing,1,1,40.5,16.6,50.3,17.3,8.984,1.3848,6.4875,0,0,4.5446,10,0,0,0.24675,0,0
Ligue1_2021_22,3802809,Jonas Martin,2950,Rennes,Right Center Midfield,1,1,58.7,64.6,65.1,67.5,6.4249,2.332,2.7551,0,0,8.2182,10,0,0,0.05,0,0
Ligue1_2021_22,3802809,Flavien Tait,3550,Rennes,Left Center Midfield,1,2,82.8,71.2,117.0,68.4,31.3771,7.9157,3.9639,1,1,3.7788,9,1,1,-0.01705,0,0
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,2,28.5,5.1,27.4,10.0,4.5921,4.4514,1.0316,1,0,7.8749,8,0,0,0.05357,0,0
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,2,29.4,11.9,25.5,18.8,7.2474,2.3659,3.0633,1,0,,,,,,0,0
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,2,31.5,28.2,36.0,23.7,5.8192,1.0475,5.5556,1,0,3.1689,6,0,0,0.0,0,0
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,2,49.9,15.8,77.9,16.0,25.6039,3.1855,8.0376,0,1,7.2436,10,1,1,0.0,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,2,95.7,4.4,98.7,5.5,2.9218,3.1368,0.9315,0,0,8.0267,7,0,0,0.0,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,3,90.1,13.6,85.6,14.3,4.1643,0.9983,4.1713,1,0,2.0391,9,0,0,-0.06349,0,0
Ligue1_2021_22,3802809,Kylian Mbappé Lottin,3009,Paris Saint-Germain,Center Forward,1,3,108.1,10.6,110.4,19.6,8.4941,3.623,2.3445,0,1,0.5684,8,0,0,0.0,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,3,77.9,2.3,83.9,5.3,6.134,4.8754,1.2582,0,1,7.5802,10,0,0,0.0,0,0
Ligue1_2021_22,3802809,Kylian Mbappé Lottin,3009,Paris Saint-Germain,Center Forward,1,3,93.5,5.9,108.7,7.8,14.007,2.2259,6.2927,0,1,7.0699,8,0,0,0.0,0,0
Ligue1_2021_22,3802809,Jonas Martin,2950,Rennes,Right Center Midfield,1,3,11.4,52.1,9.7,58.3,5.8785,1.6712,3.5175,1,0,2.3382,6,0,0,-0.11429,0,0
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,4,49.9,73.3,50.1,68.8,4.1189,2.6797,1.5371,0,0,10.9449,10,0,0,-0.03175,0,0
Ligue1_2021_22,3802809,Kylian Mbappé Lottin,3009,Paris Saint-Germain,Center Forward,1,4,57.0,15.8,104.0,23.2,43.5062,5.58,7.7968,1,1,0.5521,10,1,1,0.0,0,0
Ligue1_2021_22,3802809,Jonas Martin,2950,Rennes,Right Center Midfield,1,5,84.3,55.6,84.5,52.6,2.7493,1.2584,2.1847,0,0,7.753,7,0,0,0.0,0,0
Ligue1_2021_22,3802809,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Wing,1,6,21.0,55.1,25.7,55.1,4.2977,1.0714,4.0112,1,0,5.4149,7,0,0,0.0,0.1093,0.1093
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,6,33.4,48.3,36.9,45.5,4.0985,0.8515,4.8134,0,0,7.0926,8,0,0,0.04688,0.1093,0.1093
Ligue1_2021_22,3802809,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Wing,1,6,55.7,62.8,90.5,55.8,32.4585,4.4262,7.3333,0,1,11.7811,7,0,0,0.12083,0.1093,0.1093
Ligue1_2021_22,3802809,Benjamin Bourigeaud,3426,Rennes,Right Midfield,1,6,29.6,58.6,49.9,72.3,22.394,3.0727,7.2881,0,1,12.2835,5,0,0,0.0,0.0909,0.0909
Ligue1_2021_22,3802809,Jonas Martin,2950,Rennes,Right Center Midfield,1,6,42.2,51.1,63.8,45.5,20.404,3.0294,6.7353,1,1,17.2121,6,0,0,-0.02614,0.0909,0.0909
Ligue1_2021_22,3802809,Flavien Tait,3550,Rennes,Left Center Midfield,1,6,71.9,39.7,71.9,46.4,6.1265,1.548,3.9577,0,0,5.4485,8,0,0,0.01667,0.0909,0.0909
Ligue1_2021_22,3802809,Benjamin Bourigeaud,3426,Rennes,Right Midfield,1,6,92.2,76.3,104.9,75.7,11.6258,1.5963,7.2828,0,1,14.8038,8,0,0,0.0,0.0909,0.0909
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,6,117.5,10.9,112.8,16.9,6.9693,4.4681,1.5598,1,0,12.9071,4,0,0,0.0,0.0909,0.0909
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,7,106.4,31.8,106.6,36.3,4.1189,1.4044,2.9328,0,0,2.1122,7,1,1,-0.03175,0.0909,0.0909
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,7,23.2,38.9,33.0,31.8,11.0658,2.1012,5.2665,0,0,,,,,,0,0
Ligue1_2021_22,3802809,Kylian Mbappé Lottin,3009,Paris Saint-Germain,Center Forward,1,7,49.9,2.9,48.8,8.1,4.8601,1.8152,2.6774,1,0,3.3836,8,0,0,-0.01786,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,7,58.5,12.8,63.6,10.4,5.154,1.0493,4.912,1,0,0.8876,9,1,1,0.0,0,0
Ligue1_2021_22,3802809,Kylian Mbappé Lottin,3009,Paris Saint-Germain,Center Forward,1,7,67.7,2.3,73.2,3.1,5.0821,3.1483,1.6142,0,0,9.5423,8,0,0,0.0,0,0
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,7,70.0,54.7,75.4,50.6,6.1997,3.8228,1.6218,0,0,,,,,,0,0
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,7,72.8,26.2,87.5,22.4,13.8835,3.4529,4.0208,1,1,9.6434,10,0,0,0.13393,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,7,95.5,7.4,92.3,9.3,3.403,1.5364,2.215,0,0,8.816,9,0,0,0.0,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,7,84.3,10.4,80.9,13.4,4.1462,1.0307,4.0226,1,0,3.555,10,0,0,-0.14062,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,7,80.9,13.4,84.3,19.6,6.4658,3.9169,1.6507,1,1,1.6763,10,1,1,0.025,0,0
Ligue1_2021_22,3802809,Kylian Mbappé Lottin,3009,Paris Saint-Germain,Center Forward,1,7,93.1,20.3,94.0,23.5,3.0396,1.0234,2.9701,1,0,0.3885,9,1,1,-0.01786,0,0
Ligue1_2021_22,3802809,Flavien Tait,3550,Rennes,Left Center Midfield,1,7,24.6,49.2,35.3,38.5,13.8368,3.4985,3.955,1,1,0.7328,8,0,0,-0.08333,0,0
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,8,80.0,13.4,94.4,26.7,17.9243,3.5481,5.0519,1,1,8.0363,8,0,0,0.07143,0.0812,0.0812
Ligue1_2021_22,3802809,Benjamin Bourigeaud,3426,Rennes,Right Midfield,1,8,99.9,66.0,98.4,51.9,12.9658,2.5884,5.0092,0,1,12.473,7,0,0,-0.03061,0.0812,0.0812
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,8,112.3,25.4,118.1,25.6,5.3067,1.1185,4.7446,1,0,2.9872,7,0,0,0.0,0.049,0.049
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,9,24.2,36.5,28.5,34.4,4.3758,1.5826,2.7649,0,0,8.0531,5,0,0,-0.02778,0,0
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,9,30.4,22.2,37.9,19.2,7.3863,2.588,2.854,0,0,4.3763,8,0,0,0.1875,0,0
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,9,43.5,11.7,49.5,22.6,11.3772,4.0963,2.7774,0,0,5.6895,10,0,0,0.08333,0,0
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,9,45.6,30.3,48.8,28.2,3.4999,1.3491,2.5942,0,0,5.2853,10,0,0,0.07812,0,0
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,11,56.5,56.2,60.8,57.3,4.0585,0.603,6.7303,0,0,9.4078,8,0,0,0.0,0,0
Ligue1_2021_22,3802809,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Wing,1,11,79.0,73.9,86.9,66.7,9.7738,2.9249,3.3416,0,1,9.4723,6,0,0,0.0,0,0
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,11,37.0,18.6,50.5,4.0,18.1828,3.863,4.7068,1,0,0.8452,5,1,1,0.00592,0,0
Ligue1_2021_22,3802809,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Wing,1,12,42.6,52.8,50.3,53.8,7.1,1.2293,5.7756,0,0,,,,,,0,0
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,12,63.2,75.4,80.5,64.5,18.6972,3.5378,5.2849,0,1,11.9884,7,0,0,0.02424,0,0
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,12,72.6,39.1,72.1,28.2,9.9774,2.4407,4.088,0,0,7.8932,10,0,0,-0.16667,0,0
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,12,75.1,21.5,69.6,23.0,5.2129,0.8513,6.1232,0,0,7.6849,10,0,0,-0.11111,0,0
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,12,70.2,30.3,69.8,33.5,2.9489,2.2598,1.3049,0,0,7.5398,10,0,0,-0.07143,0,0
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,12,67.9,34.6,66.4,37.6,3.067,0.5746,5.338,1,0,5.553,9,0,0,0.0,0,0
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,13,64.0,71.2,63.2,60.5,9.8114,3.0703,3.1956,1,0,4.4173,10,0,0,0.04762,0,0
Ligue1_2021_22,3802809,Kylian Mbappé Lottin,3009,Paris Saint-Germain,Center Forward,1,13,77.3,43.6,77.1,33.1,9.6029,2.6452,3.6304,1,0,0.752,10,0,0,0.0119,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,13,87.3,19.0,94.2,19.2,6.312,1.1147,5.6625,1,1,6.3689,10,0,0,0.12857,0,0
Ligue1_2021_22,3802809,Flavien Tait,3550,Rennes,Left Center Midfield,1,13,58.7,53.9,74.7,56.9,14.8854,4.0533,3.6724,0,1,9.5044,9,0,0,0.25,0,0
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,14,22.1,46.1,45.4,46.3,21.3063,5.0282,4.2374,0,1,13.2341,9,0,0,0.15873,0,0
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,14,85.6,10.9,104.4,7.4,17.4861,2.4418,7.1612,1,1,1.0497,5,1,1,-0.07812,0,0
Ligue1_2021_22,3802809,Jonas Martin,2950,Rennes,Right Center Midfield,1,15,70.8,23.9,71.5,28.8,4.526,1.9146,2.3639,0,0,,,,,,0,0
Ligue1_2021_22,3802809,Flavien Tait,3550,Rennes,Left Center Midfield,1,15,63.6,36.5,64.6,41.9,5.0217,3.7326,1.3454,0,0,10.5787,10,0,0,0.03175,0,0
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,15,85.6,15.1,89.2,18.1,4.285,1.457,2.941,0,0,7.6602,7,0,0,0.04688,0.0237,0.0237
Ligue1_2021_22,3802809,Jonas Martin,2950,Rennes,Right Center Midfield,1,16,84.7,45.5,90.5,44.3,5.4158,1.5817,3.4241,0,1,9.5686,7,0,0,-0.09524,0.0237,0.0237
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,16,21.0,66.9,14.2,70.5,7.0355,1.1773,5.976,1,0,1.0919,6,0,0,-0.1625,0,0
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,16,14.0,60.5,27.9,41.9,21.2324,7.4019,2.8685,0,1,9.6989,7,1,1,0.04808,0,0
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,17,40.1,60.7,55.5,57.7,14.3465,4.0145,3.5736,0,1,,,,,,0,0
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,17,97.2,6.4,107.0,10.0,9.5466,2.497,3.8232,1,1,3.3667,7,0,0,-0.02273,0,0
Ligue1_2021_22,3802809,Kylian Mbappé Lottin,3009,Paris Saint-Germain,Center Forward,1,18,26.4,13.4,29.6,11.7,3.3134,1.7904,1.8506,0,0,2.8696,9,0,0,0.01786,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,18,44.6,3.4,56.7,3.1,11.0676,2.1327,5.1895,1,0,3.1569,7,0,0,0.0,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,18,56.7,3.1,88.8,2.9,29.3528,5.0214,5.8455,1,1,1.4118,7,0,0,0.02609,0,0
Ligue1_2021_22,3802809,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Wing,1,19,100.2,72.9,99.3,68.4,4.1963,2.671,1.5711,0,0,19.4899,6,0,0,-0.04762,0,0
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,20,42.0,56.4,40.1,49.3,6.7207,3.1365,2.1428,0,0,,,,,,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,20,55.5,3.8,63.2,10.2,9.1554,4.0656,2.2519,1,0,3.1839,10,0,0,0.05556,0,0
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,20,73.2,76.5,101.0,56.6,31.2619,4.675,6.687,0,1,,,,,,0.0301,0.0301
Ligue1_2021_22,3802809,Flavien Tait,3550,Rennes,Left Center Midfield,1,21,74.1,22.4,68.7,10.6,11.8661,1.9366,6.1273,1,0,2.6595,9,0,0,-0.23148,0,0
Ligue1_2021_22,3802809,Jonas Martin,2950,Rennes,Right Center Midfield,1,21,52.2,42.3,58.0,43.4,5.3981,3.1376,1.7205,0,0,12.5031,10,0,0,0.07937,0,0
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,22,62.5,46.6,65.5,28.8,16.5059,3.624,4.5546,0,0,4.3941,10,0,0,0.05833,0,0.2051
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,22,75.1,31.8,74.3,35.2,3.1939,0.6731,4.7453,0,0,3.0417,10,0,0,-0.07143,0,0.2051
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,22,65.1,41.9,69.4,35.9,6.7499,2.5008,2.6991,0,0,8.0084,10,0,0,0.06173,0,0.2051
Ligue1_2021_22,3802809,Flavien Tait,3550,Rennes,Left Center Midfield,1,22,36.8,46.2,38.3,50.6,4.2507,0.6623,6.4183,1,0,0.4753,10,1,1,0.01587,0,0
Ligue1_2021_22,3802809,Martin Terrier,4420,Rennes,Left Center Forward,1,22,43.0,45.7,44.3,42.7,2.9897,0.6242,4.7895,0,0,4.6546,10,0,0,0.0,0,0
Ligue1_2021_22,3802809,Marco Verratti,3166,Paris Saint-Germain,Left Defensive Midfield,1,22,62.9,42.5,65.7,35.4,6.9789,2.3437,2.9777,0,0,7.5548,10,0,0,-0.025,0.2051,0.2051
Ligue1_2021_22,3802809,Kylian Mbappé Lottin,3009,Paris Saint-Germain,Center Forward,1,22,85.6,4.4,99.7,10.6,14.0844,3.4483,4.0845,0,1,7.3116,8,0,0,0.00794,0.2051,0.2051
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,24,39.8,52.1,46.5,39.7,12.8879,3.914,3.2928,0,0,7.5712,10,1,1,0.02308,0.3892,0.3892
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,24,72.8,14.7,83.3,13.8,9.6364,1.8255,5.2789,1,1,4.407,10,1,1,0.07143,0.3892,0.3892
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,25,29.7,2.8,35.5,3.8,5.3818,1.6962,3.1729,0,0,4.0403,9,0,0,0.0,0.0529,0.0529
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,25,42.7,20.9,47.7,35.1,13.7659,1.3697,10.0501,0,0,7.3677,8,0,0,-0.02381,0.0529,0.0529
Ligue1_2021_22,3802809,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Wing,1,25,62.6,52.9,79.2,64.5,18.5179,2.3741,7.8,1,1,6.8007,7,0,0,0.0,0.0529,0.0529
Ligue1_2021_22,3802809,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Center Attacking Midfield,1,25,73.7,56.2,80.2,55.7,5.9612,0.9194,6.4835,0,1,8.3797,7,0,0,0.04286,0.0529,0.0529
Ligue1_2021_22,3802809,Idrissa Gana Gueye,3436,Paris Saint-Germain,Right Defensive Midfield,1,26,92.5,29.2,97.6,32.6,5.6048,1.5841,3.538,0,1,7.7279,10,0,0,0.09722,0.0529,0.0529
Ligue1_2021_22,3802809,Flavien Tait,3550,Rennes,Left Center Midfield,1,26,64.0,42.8,79.3,24.5,21.8115,6.9114,3.1559,1,1,1.2906,10,1,1,-0.02232,0,0
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,27,100.3,19.9,97.2,21.4,3.149,3.504,0.8987,1,0,4.51,7,0,0,0.01786,0,0
Ligue1_2021_22,3802809,Jonas Martin,2950,Rennes,Right Center Midfield,1,27,85.1,34.7,86.5,25.9,8.1479,4.959,1.6431,1,0,4.2529,10,0,0,-0.11688,0,0
Ligue1_2021_22,3802809,Neymar da Silva Santos Junior,4320,Paris Saint-Germain,Left Wing,1,27,77.4,5.8,83.3,15.1,10.0709,4.1771,2.411,0,1,7.1364,9,1,1,0.18182,0,0
Ligue1_2021_22,3802809,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Wing,1,27,86.1,70.3,90.6,68.0,4.6211,3.2113,1.439,0,0,14.7641,9,0,0,0.04167,0,0
Ligue1_2021_22,3802809,Kamaldeen Sulemana,35658,Rennes,Left Midfield,1,28,29.5,27.5,35.2,20.2,8.4689,1.3554,6.2482,1,0,3.5705,9,0,0,0.01111,0,0
